aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.7780240936137223,-0.5881016874587137,-0.4797561175022381,1.0568084985550061,-0.9923526535734368,-0.711366417080411,2.154367422827642,-0.973462370274819,-1.6571937404750186,-0.3627752372125232,-0.8682175442356594,-0.7823026088784151,1.130056808555427,-0.347621860472713,0.6100333773700405,1.2031074220052675,1.6634429057779612,1.053183077017231,1.3403244386636999,-0.9170306346340814,1.0
1.3076046914141226,0.7738762057820617,-0.5986960376479237,1.4354341453275545,-1.1311653570464564,1.209172030764957,1.6000433415997832,-0.2234890396944162,0.2945381036040407,1.0033196879922226,0.8511369469592833,0.008966928769994859,-1.4084525954736236,1.047863186268728,-0.7381682420231093,0.8928193141241282,0.12599463339805236,1.053183077017231,0.8525640993054504,0.19820895646050332,1.0
0.2721560598939367,-0.031133906613562256,-0.4797561175022381,-0.8116267583443088,-0.9645901128788329,0.8040280174263803,1.0457192603719243,-1.2030460429014729,0.5011920635653528,-0.8181402122807719,-0.8602820619686059,-0.36946632836620125,0.7836504080056209,-0.38250898664124866,0.2729829725217531,1.911287748371511,1.7883336617976178,0.7057044547053285,2.037124923461199,-1.2887771649989428,0.0
0.5488026408344445,-0.3344220301911852,-0.4797561175022381,1.147349414087572,-1.1589278977410604,1.9688170557747882,-0.8020276770542725,1.30706877781661,0.7078460235266651,1.185465678019522,1.0098465923003548,-1.4359600530227536,-1.5167045956454381,-0.06852485112442454,-0.4011178371748218,-0.4150252790215122,-0.5156854578753549,-1.0316886568541852,2.106804971940949,0.19820895646050332,1.0
0.20101836765209188,1.131282656243424,-0.5194027575508,-1.1244044665477182,-1.0201151942680409,0.1924163819056444,1.636998280348307,-0.3612392432704087,-0.37134687849352077,-0.5752788922443726,-0.8655723834799749,0.3013926274661463,-0.5550659941191523,-0.38250898664124866,-0.7381682420231093,0.024690837429355638,-0.21853159010444811,-1.0316886568541852,-0.6107169187692982,-0.9170306346340814,1.0
0.2168267437058351,0.019602024839943572,-0.5194027575508,1.0815014755184331,-1.1034028163518526,-0.5360637190012192,0.6761698728866848,0.8785125889135225,-1.5194244338341438,1.0640350180013225,0.904040162072974,0.6110198378503067,-0.012001793257215971,0.978088933931656,0.2729829725217531,0.6051387186569153,1.0777483258237102,1.053183077017231,0.29512371146745087,-0.9170306346340814,1.0
1.3392214435216094,-0.9804595573658246,-0.5986960376479237,-0.1778403496163472,-1.0756402756572487,-0.34907417438341465,1.3783137091086395,1.6437914976690355,-1.0142703094842695,-0.5752788922443726,-0.8497014189458677,-1.349952494582709,1.5847152092770487,0.786209740004708,0.6100333773700405,1.6320849700595206,-0.0333487449718542,1.7481403216410365,0.6435239538662004,1.3134485475550879,0.0
2.5801789637404586,0.628433202282012,-0.4797561175022381,-0.7457788197751698,-1.1589278977410604,1.575359888974824,-0.5433431058146049,1.6131803413188153,0.20269189917679079,-0.4842058972307228,-0.8549917404572368,1.6775135625068591,0.6916362078595786,0.838540429257512,-1.412269051719684,2.0848004061483962,1.861545484291899,1.053183077017231,-0.4713568218097983,0.9417020171902265,0.0
-0.05191564920780097,1.159469284828705,-0.5986960376479237,-0.704623858169458,-1.0478777349626447,0.37551031101057813,1.9326377903364986,0.9856516361392944,0.4782305124585403,0.09258973785572533,-0.8629272227242905,1.1614682118665918,0.8738604081487997,0.8908711185103162,-0.4011178371748218,0.3937584775867037,0.8925654806911162,1.053183077017231,0.7132040023459504,1.3134485475550879,1.0
-0.35227479422892366,0.27779154268111717,-0.5590493975993619,-0.16137836497406247,-0.9923526535734368,1.645480968206501,0.8978995053778285,0.021400211107347883,1.0752308412356644,1.5497576580741208,1.3272658829824981,0.16378053396207493,-0.9068849946775495,0.22801572130813152,1.6211845919149028,0.788824757020067,-1.2219642160554811,-0.6842100345422827,1.13128429322445,-1.2887771649989428,1.0
2.0585025539669295,-1.2059525860480722,-0.6343780136916294,0.9251126214167283,-1.0478777349626447,1.3922659598698905,-0.35856841207198525,-0.31532250874507783,1.1900385967697267,-0.8484978772853218,-0.8470562581901833,0.7830349547303955,-0.24293939362375355,-0.13829910346149665,0.2729829725217531,2.2006639072697687,2.1027138407436494,0.010747210081522919,1.27064439018395,0.5699554868253647,0.0
0.5408984528075729,0.8640734172549608,-0.4797561175022381,-0.5976209579946075,-1.1311653570464564,-0.8087568049021843,1.8956828515879747,-0.973462370274819,-0.4402315318139582,0.6086700429330739,0.5072660487202948,-1.5219676114627982,1.5486312092197767,0.2803464105609356,1.2841341870666152,0.28580760581020526,-0.6965617252141677,1.053183077017231,2.3158451173801984,1.3134485475550879,1.0
0.9598204182317701,0.5596578285339266,-0.5590493975993619,0.9991915523070095,-0.9645901128788329,-0.828234882466539,0.6392149341381609,0.29690061825933267,-1.5653475360477689,1.7926189781105204,1.5388787434372606,0.06057146383402139,-0.9826613947978197,1.0827503124372642,0.2729829725217531,0.31971887443109487,-0.4080210130308235,-0.6842100345422827,-0.6107169187692982,0.19820895646050332,1.0
3.370597766427623,1.0918213762240307,-0.4797561175022381,1.2214283449778531,-0.9645901128788329,-0.5750198741299286,0.9718093828748763,0.832595854388192,0.6848844724198526,1.155108013014972,0.9833949847435096,0.026168440458003782,-1.5618095957170275,-0.38250898664124866,0.947083782218328,0.5842267696740334,1.1466535705242102,1.4006616993291336,1.6190446325826995,-0.5452841042692199,1.0
